,Coefficient,order
cg04712895,0.4838232726994075,1
cg19668476,0.3530143896263958,1
cg14578500,-0.4518337067756639,1
cg04084157,1.4098090252168456,1
cg05030251,-0.6424632458473436,1
cg12061531,0.31083318537880583,1
cg07908679,0.7891836693470917,1
cg24724428,3.678969480145149,1
cg00853853,0.5223256661135314,1
cg00740914,-0.12381690974679427,1
cg14652095,-0.108351910160714,1
cg18603577,-0.24378972726742681,1
cg01534416,0.05272668426455713,1
cg16419526,-0.3019156357208359,1
cg03873930,0.031701568546383584,1
cg11342615,-0.2529537880916305,1
cg02202502,0.13442846616538914,1
cg04645070,-0.9857311415014863,1
cg02839351,-1.0196138661159262,1
cg24042452,0.7386284544289953,1
cg08541518,1.1826184190138964,1
cg24888989,0.9370322585328367,1
cg13300521,0.11097821989404788,1
cg16909962,1.2180225219432308,1
cg07992385,-0.6397268902067862,1
cg26028489,0.2646010374057824,1
cg18184053,-1.0545566101003974,1
cg09548403,-1.1403389480301485,1
cg14044216,0.8053619657938047,1
cg26517584,0.24042825738404663,1
cg16741128,-0.32498288457248975,1
cg02091185,0.635468846162467,1
cg06100618,0.1959367321098002,1
cg06568490,-0.8653509940087246,1
cg15995695,0.4935014337224887,1
cg02956806,-0.36448652140268495,1
cg04375036,-0.16703800743119038,1
cg23027580,0.6834097250943119,1
cg24748631,0.6122556683519506,1
cg20234855,0.5215818737247737,1
cg13096351,-0.3571416741619237,1
cg01059704,0.3958695538055555,1
cg04880546,5.870448260795617,1
cg14215338,0.03405057024944466,1
cg14845609,-0.0925416740362687,1
cg03649284,0.22054359715529143,1
cg08322244,0.7648845165308051,1
cg03495084,-0.8182005614218003,1
cg08318076,0.41362796423765436,1
cg22654656,-0.6934471257987541,1
cg03030419,0.027302601478685552,1
cg23259527,-0.26088562524010955,1
cg10501210,-6.154297791706731,1
cg15103195,1.532001515368021,1
cg20312457,1.4275932519505514,1
cg04094193,1.8224750133898822,1
cg07668993,-0.23168627333969824,1
cg12977135,0.5720516467565143,1
cg23045594,0.34665722290709966,1
cg00878605,-0.1231013983802795,1
cg02865822,-0.5477246315551946,1
cg07461273,0.15412158669399845,1
cg01910125,0.15794218309669011,1
cg03526142,0.9514542641750215,1
cg00590036,1.0641976153853185,1
cg22454769,4.147207101033027,1
cg10812186,-0.07003857527561758,1
cg01512113,-0.9619900592677049,1
cg14871225,-1.050517958431007,1
cg24027320,1.598292164283012,1
cg07201475,-0.5314018250565103,1
cg26652413,-0.8514141329842522,1
cg26546113,0.9086352505095795,1
cg19399220,0.8635051891517078,1
cg09864457,0.562971326520112,1
cg22273939,-1.3063221991149514,1
cg25410668,2.1880404235591957,1
cg11944518,-0.30362878346566663,1
cg24315421,-0.2523737007540575,1
cg07788865,-1.5130147702221908,1
cg02413040,-0.9932689325184751,1
cg05903736,-0.8384503875641549,1
cg13201172,0.3495098104020312,1
cg05641048,-0.29099666352524545,1
cg07121644,-0.19320771131442216,1
cg16164923,0.2025895465834896,1
cg04920474,1.3247262499507706,1
cg20821314,-0.03169508833166211,1
cg22876153,0.2536820158212711,1
cg03041738,-0.17251094833194905,1
cg23674189,0.2258440601890003,1
cg06707236,0.34354601805559304,1
cg25623473,0.32124231587161706,1
cg22736354,4.611371607418355,1
cg04528819,-0.41782803943832725,1
cg11463380,-0.38432938001623457,1
cg00624037,0.19944779378726474,1
cg01346501,-1.6075681257872798,1
cg24924502,-0.8673384808836532,1
cg18240400,0.17266085158135752,1
cg00092518,0.11440430638485805,1
cg14620768,-0.2953437268230241,1
cg01702210,0.009708368788544936,1
cg22199118,0.6080755182478975,1
cg07209977,-0.43293368928233633,1
cg12601909,0.3510253794222606,1
cg23750206,0.38935496014918514,1
cg19291355,1.3317074650787477,1
cg16867657,6.590555638705076,1
cg21855910,0.14840336933505488,1
cg08709013,0.06241020213324041,1
cg07939445,0.007012106825241634,1
cg10535500,0.2348464392045553,1
cg10125636,0.09091102269061174,1
cg26874999,-0.04541629411450656,1
cg02383785,0.001560701189167077,1
cg13166781,0.1396896982403468,1
cg18831134,0.1675376371948593,1
cg17486066,0.589559907068535,1
cg11498582,0.03345686935082396,1
cg23854009,1.8206886277126781,1
cg07342258,0.14850061357713282,1
cg08161081,-0.18358805770622044,1
cg15115984,0.15548105953296126,1
cg12560772,-0.9804837004249226,1
cg07677157,-0.09898469679095122,1
cg03250779,-0.19421246791195476,1
cg12031740,-0.022723691216739183,1
cg27541691,2.1686045155888904,1
cg05917988,1.8447202268288958,1
cg10729426,4.4607081926189895,1
cg08367318,0.42614123418314576,1
cg00218404,0.4157882698302505,1
cg04834794,0.031278850529346036,1
cg25284213,0.38517238052120883,1
cg26451345,-0.7998593744577491,1
cg05527267,-0.30312848556309036,1
cg00167158,-0.99596357858622,1
cg14819229,1.0951418178007521,1
cg01573562,-0.45511775002639243,1
cg00723041,-0.13585956273699987,1
cg17110586,1.1089603781087531,1
cg20439656,0.7137449086686767,1
cg10532980,1.311082630042131,1
cg08946658,-1.5395511527380403,1
cg15022387,0.6349350787481828,1
cg04368796,1.0189300085795183,1
cg24645149,-0.008100315881950412,1
cg14614689,0.7340855519659879,1
cg17284536,0.19881892148017047,1
cg14969094,-0.49966818037380456,1
cg18625289,-0.09158625508544022,1
cg14848772,2.274387894583436,1
cg04845871,-1.6595959635588895,1
cg13649056,1.0643718680022554,1
cg17015340,0.016696767212851227,1
cg10917910,0.14414104856774385,1
cg20119148,2.9986068397895216,1
cg12807206,0.056321625791808515,1
cg16794579,0.5123753370189911,1
cg09228402,-0.85500296024388,1
cg27559724,0.16772082093815865,1
cg22548551,0.20358741254888085,1
cg13970540,-0.6417713377180397,1
cg17321954,0.01592739312913899,1
cg06319762,0.3897890205604148,1
cg11601336,-0.006377373576690824,1
cg16709403,-0.057779992109566705,1
cg26248091,-0.5408986447183657,1
cg09135913,-0.3469152501601415,1
cg13289553,0.3323418609427435,1
cg03020208,0.4606805240881781,1
cg20940044,0.3748519215400992,1
cg04741211,-0.6185367988677735,1
cg15061025,0.5729364633619798,1
cg24214260,0.5905464402444432,1
cg10703619,-0.8169855907718292,1
cg18779570,1.2658493988571857,1
cg06555661,0.3927863055053823,1
cg13699808,0.6143674716025967,1
cg16946687,0.21727317018734366,1
cg27523527,1.4702953934084546,1
cg08795515,-0.2698451411753321,2
cg13023677,-0.062026016946372456,2
cg22517527,0.08942142179145132,2
cg15294115,0.3136612057173484,2
cg24137448,0.10783976934456624,2
cg10475014,0.14795646383901345,2
cg21727223,-0.0017496370805863974,2
cg27426151,1.580169463531499,2
cg11335119,0.5007379999737442,2
cg24510397,0.49343602866344244,2
cg15858166,1.755396863723076,2
cg20095628,0.029826846609840082,2
cg20689661,-0.39619264924892983,2
cg01719854,0.3030067989759701,2
cg04717595,-0.5918983463772816,2
cg19308436,-0.4706876111242031,2
cg14959707,-0.2976752843713472,2
cg14037346,0.8483024533043672,2
cg12272198,0.6897027255693041,2
cg26518431,1.2860307878602277,2
cg03341233,-1.7441786706856692,2
cg15288779,1.7701940667440474,2
cg08374494,0.6884154011433489,2
cg04658615,0.968244664953594,2
cg15488596,1.2369661710750064,2
cg20978858,-0.6061509228399451,2
cg00877691,0.022365899259073882,2
cg24150662,2.4538954263546304,2
cg06413794,-0.45604924902568894,2
cg14756040,1.046883101823768,2
cg06508005,-0.4888358718386985,2
cg05638500,-1.4440817097856464,2
cg25018951,0.29872419299371283,2
cg02638567,2.3632105681424918,2
cg21199854,0.8553981075335569,2
cg01109333,0.7783689584160395,2
cg24105287,-1.2559206151350397,2
cg12110846,0.29138063320484264,2
cg07164047,-0.34726791880923685,2
cg26413730,0.13029285925820513,2
cg11601932,0.6776930190780569,2
cg22322679,1.5055296629368935,2
cg10583997,1.3178570299036079,2
cg16374343,-1.200684460539466,2
cg20217938,-0.3073195951632514,2
cg25865120,-0.2437317168244258,2
cg02063846,-0.890984971012056,2
cg11594666,0.07885542115424707,2
cg02839875,-0.7204914086482068,2
cg12428326,-0.7762481593089707,2
cg01016169,-0.04761865068586099,2
cg11594887,-1.1962706139099344,2
cg16581199,0.14544185383976502,2
cg22212250,0.971797679137653,2
cg16143325,-0.0992358115503692,2
cg22245862,0.38086199133275905,2
cg20692569,0.8030193009860568,2
cg15393490,-2.9466067593026435,2
cg00222656,-1.4279420316753029,2
cg11429283,0.5738244221117444,2
cg02576440,1.1209827962973153,2
cg09673570,0.9492573505482481,2
cg02137984,0.47319083440809573,2
cg06832820,-0.23239902889994465,2
cg02600514,0.06411913884365286,2
cg23995914,1.183270873608008,2
cg05229035,-0.9534589954571896,2
cg03555227,0.8342603147944299,2
cg22996170,-0.9948745371673968,2
cg03681150,1.2022335989346424,2
cg05632420,-2.7059178117775438,2
cg04953238,0.027227627389469444,2
cg02128483,1.9390557152366754,2
cg26876834,1.274094572019867,2
cg12640653,0.33028809089048067,2
cg19908207,-0.06481286146309496,2
cg00958944,0.24413363997704218,2
cg27360300,0.16858121131654166,2
cg06915470,-0.8530920267033182,2
cg03507326,1.642041793047567,2
cg24752354,-0.19158417612676581,2
cg03649060,0.6007771319202717,2
cg09909478,0.6401697956753621,2
cg01868791,1.5471492714227941,2
cg27545630,0.3915815540423646,2
cg15706539,-0.49340554736418735,2
cg02243303,1.0806821303219811,2
cg23483765,-0.34019912743377834,2
cg19574915,-0.20836327833953808,2
cg23500537,2.743380404893058,2
cg23606718,0.36866550705692963,2
cg14590214,-0.13953100985359906,2
cg01140247,-0.8975950855756273,2
cg04065767,0.8340816226923106,2
cg02319990,1.702830578795625,2
cg17425351,1.1142776188739614,2
cg00175153,0.22417005356571404,2
cg04511702,-0.5897079259030918,2
cg03138446,0.5091045707983383,2
cg21293117,0.14424793200361216,2
cg03465682,-1.0385581953275882,2
cg21512950,-0.061488479624183946,2
cg02315870,1.0820446638865149,2
cg23575858,2.2501161664322415,2
cg04617001,-0.057052115716515,2
cg23487759,0.11805028348603822,2
cg24888814,0.7342724186548892,2
cg25004441,-0.692077552452192,2
cg23507761,0.39552885238879454,2
cg11182160,0.6484766707802848,2
cg00652332,0.7068360797194597,2
cg00985983,-0.08529918961872232,2
cg12217291,0.43941487904533844,2
cg21746711,-0.18663182891003158,2
cg18541042,-0.6910665231194282,2
cg04988273,0.3035807314296831,2
cg07194321,-0.09338321234675569,2
cg17490283,-0.7336972223794185,2
cg01810111,0.6307261234757476,2
cg23123731,1.4406651573462865,2
cg07798602,-0.512673407820482,2
cg11846559,1.738999057134515,2
cg04738827,2.4271281489282517,2
cg13221796,-0.1308279813132767,2
cg06084073,-0.9876371970202422,2
cg14755066,1.0227047859202123,2
cg02735684,-0.6246074303287051,2
cg17896965,0.5013639698381823,2
cg12451155,0.5927664389334647,2
cg15409237,0.85632072332641,2
cg09746992,-0.4802251681133078,2
cg27658391,-0.3464758734700302,2
cg09746086,-0.5968398604474916,2
cg02321885,-0.3771966261285236,2
cg00458016,0.09257554493084746,2
cg03594801,0.5848249266248999,2
cg23092788,0.2271485158244561,2
cg20490900,-0.37217821252501926,2
cg23999833,-1.0302975007628035,2
cg19103398,-0.9577248933400149,2
cg04985144,0.05860826571783108,2
cg09314301,0.04664508207449401,2
cg02734600,-0.38443320137652376,2
cg07177395,-0.9185337635111532,2
cg01259871,0.16169558057219388,2
cg22705929,-0.13802108674457558,2
cg09500738,-0.3418695559256203,2
cg23193759,0.7667514800158334,2
cg10623221,1.2737867101752705,2
cg06062998,-0.2423700712802386,2
cg03755158,-0.047373913552093916,2
cg09623845,-0.5872556240069997,2
cg16373176,-0.07292356859923863,2
cg03661324,0.6574458108651641,2
cg10234511,-0.30803590317483853,2
cg01419991,-0.28566365490686174,2
cg21572722,2.0277296044809723,2
cg06539449,-0.9847586478604815,2
cg02929780,-0.0941261307216423,2
cg05228359,-0.20603395093127627,2
cg17204562,-0.20181444274075783,2
cg02556940,-0.13766129533673702,2
cg08677954,1.1748258423216835,2
cg12231584,-0.036734516666699565,2
cg09452027,-0.5721499236466501,2
cg13893358,0.0035830191120435743,2
cg21548950,-0.6985312171040493,2
cg20954129,-0.29929825708323715,2
cg15082394,0.8249669600889461,2
cg09445967,-0.02825540569501225,2
cg26427827,0.4990620814480274,2
cg17882322,-0.7031573426907937,2
cg23493018,-0.6143231881513853,2
cg11251728,-0.47250100504235676,2
cg08509270,-0.02133905302471221,2
cg04437845,-0.46646962898358385,2
cg06648759,0.4924299376416986,2
cg01386314,0.9283118603236605,2
cg03467047,0.6897339730376939,2
cg00590251,0.16901390290985457,2
cg16259931,0.8376917508549087,2
cg00198586,-0.5653552989962897,2
cg25291978,-1.3974109164037596,2
cg14808040,0.01143562919832074,2
cg13867039,0.07447935048958733,2
cg23396732,1.255681355105696,2
cg00002080,-0.26706450855503516,2
cg06922393,-0.5319435998021099,2
cg11486285,0.5871202778087703,2
cg04658856,0.2716302210656498,2
cg12032049,-0.14578034994861,2
cg17265115,-1.4661799857982203,2
cg19937878,-0.6144551409012198,2
cg06144905,1.559423771029726,2
cg00989002,-0.17876846545870892,2
cg26266274,0.2970539639914392,2
cg27451587,-0.37952749119263374,2
cg27025722,-1.2966074922383946,2
cg06128142,0.7667621752246818,2
cg07303143,1.7073213832151983,2
cg26318502,1.084652909418924,2
cg17701991,-0.09336032750954874,2
cg20837354,-0.5617766565207958,2
cg18845417,0.09707493723988558,2
cg11615607,-0.8549616888856254,2
cg04286438,-0.39425593871345443,2
cg20430101,-0.15724060170997323,2
cg03702686,0.44507755134273996,2
cg13324128,-1.8434787012499592,2
cg18086520,-0.9549993675949983,2
cg02272851,-2.3300427717115393,2
cg06212670,0.006352402494299092,2
cg07155013,-0.9601484055522976,2
cg07092097,-0.94873343738218,2
cg00584026,-0.04963788398744095,2
cg04885315,-0.8525084439717592,2
cg06639320,1.0563620875658561,2
cg16012294,-1.2854695039519741,2
cg00997798,-0.23597667312079987,2
